,Unnamed: 0,oid,expid,hjd,mjd,mag,magerr,catflags,filtercode,ra,dec,chi,sharp,filefracday,field,ccdid,qid,limitmag,magzp,magzprms,clrcoeff,clrcounc,exptime,airmass,programid
0,0,580108200010105,52521337,2458279.716438931,58279.2133796,21.6429939,0.244996905,0,zg,213.1745005,18.7259787,0.879999995,-0.31099999,20180610213380,580,0x8,0x2,21.9099998,26.2688694,0.027511777400000003,-0.0676211491,1.70169478e-05,30,1.03400004,1
1,1,580108200010105,72653954,2458481.038267422,58480.53954859999,18.735300100000003,0.0518053658,0,zg,213.17441839999998,18.7259784,0.685000002,0.08399999890000001,20181228539549,580,0x8,0x2,20.0799999,26.2470436,0.0406965353,-0.0783714354,6.5055181e-05,30,1.31700003,1
2,2,580108200010105,73350559,2458488.0049008746,58487.5055903,18.4103794,0.041499991,0,zg,213.1744424,18.7260366,0.646000028,-0.0340000018,20190104505579,580,0x8,0x2,21.6200008,26.2223988,0.0271296147,-0.0419044457,1.6818663399999994e-05,30,1.41499996,1
3,3,580108200010105,73751716,2458492.0168223684,58491.51716440001,18.5382423,0.045224983200000006,0,zg,213.1744699,18.7260595,0.717999995,0.008999999609999998,20190108517153,580,0x8,0x2,20.8899994,26.2261295,0.0390127301,-0.0285996236,3.662399470000001e-05,30,1.26600003,1
4,4,580108200010105,74052754,2458495.02746673,58494.52754630001,18.6859512,0.0500562266,0,zg,213.17445640000003,18.7260321,0.7250000240000001,0.0419999994,20190111527535,580,0x8,0x2,21.9599991,26.2560863,0.0276154578,-0.0664807335,1.75066234e-05,30,1.18499994,1
5,5,580108200010105,74849527,2458502.99589404,58502.4952778,19.263513600000003,0.0753571615,0,zg,213.17441040000003,18.726004100000004,1.31200004,-0.296999991,20190119495278,580,0x8,0x2,20.0499992,26.111372,0.0399505571,-0.0444833264,6.4162974e-05,30,1.227,1
6,6,580108200010105,75349115,2458507.9922062373,58507.4911574,19.5484009,0.0921281353,0,zg,213.17442340000002,18.726264,0.707000017,0.289000005,20190124491146,580,0x8,0x2,19.489999800000003,26.2742805,0.0417359099,-0.0367283709,0.000109693676,30,1.18799996,1
7,7,580108200010105,75454446,2458509.045606929,58508.5444676,19.368307100000006,0.08118064700000001,0,zg,213.1743287,18.725951100000003,0.82099998,-0.050000000700000005,20190125544468,580,0x8,0x2,20.1499996,26.2992153,0.0457160547,-0.061247468,8.22131115e-05,30,1.05400002,1
8,8,580108200010105,75751737,2458512.0187655045,58511.5173727,20.0528774,0.128418192,0,zg,213.1746471,18.7261705,0.981000006,-0.0289999992,20190128517361,580,0x8,0x2,20.4699993,25.8062134,0.0395131111,-0.0533855222,5.11592152e-05,30,1.08299994,1
9,9,580108200010105,76847229,2458522.974584938,58522.472291699996,20.8558979,0.187894464,0,zg,213.17458109999998,18.725910100000004,0.852999985,-0.234999999,20190208472292,580,0x8,0x2,21.420000100000006,26.2409191,0.0313169621,-0.0388685986,2.2077554600000007e-05,30,1.11800003,1
10,10,580108200010105,84329111,2458597.7962380126,58597.29111109999,20.9584675,0.195335746,0,zg,213.1748387,18.726011399999997,0.7570000290000001,-0.24799999600000006,20190424291007,580,0x8,0x2,21.3999996,26.221384000000004,0.030902972400000006,-0.06068312,2.20488819e-05,30,1.06799996,1
12,12,580108200010105,85239905,2458606.9039974813,58606.39905090001,21.373907100000004,0.225475073,0,zg,213.17442180000003,18.7259281,0.470999986,0.0329999998,20190503399039,580,0x8,0x2,21.9799995,26.1643391,0.0300025269,-0.06908361610000001,2.11852475e-05,30,1.17299998,1
13,13,580108200010105,85827523,2458612.7800004818,58612.2752315,21.6596165,0.246202826,0,zg,213.1744973,18.725932800000002,0.563000023,-0.137999997,20190509275231,580,0x8,0x2,22.1200008,26.1807976,0.0279727317,-0.0674241558,1.85016306e-05,30,1.03999996,1
14,14,580108200010105,112750505,2458882.0068471567,58881.5050579,21.3914356,0.226746798,0,zg,213.17474109999998,18.7260164,0.922999978,0.0140000004,20200202505058,580,0x8,0x2,21.5499992,26.2982826,0.039274152400000005,-0.0719160959,3.60426384e-05,30,1.08200002,1
15,15,580108200010105,126420084,2459018.703289111,59018.2008449,21.768535600000003,0.254104733,0,zg,213.1748173,18.7259305,1.09800005,-0.437000006,20200618200845,580,0x8,0x2,22.0,26.375654200000003,0.0324104726,-0.105281457,2.48233064e-05,30,1.03699994,1
16,16,580208200001276,53423568,2458288.7380854758,58288.2356829,21.020277,0.20905661600000006,0,zr,213.17450330000003,18.726332,0.8939999940000001,0.193000004,20180619235671,580,0x8,0x2,21.25,26.2288017,0.028159,0.118977435,1.77707916e-05,30,1.08200002,1
17,17,580208200001276,57716320,2458331.662072077,58331.163206,21.1839294,0.221771121,0,zr,213.174479,18.726139,0.5870000120000001,-0.105999999,20180801163194,580,0x8,0x2,21.0,26.1042995,0.0324436612,0.116796546,2.39299698e-05,30,1.22000003,1
18,18,580208200001276,72149261,2458475.990919152,58475.49261569999,19.8943405,0.1192936,0,zr,213.17446580000004,18.7260663,0.68599999,-0.0989999995,20181223492616,580,0x8,0x2,20.2900009,26.1980114,0.0358438566,0.119118698,2.89513282e-05,30,1.926,1
19,19,580208200001276,72251947,2458477.017866081,58476.5194792,19.539409600000006,0.0933935717,0,zr,213.17447059999998,18.726037899999998,0.272000015,-0.0350000001,20181224519479,580,0x8,0x2,20.6399994,26.2120533,0.0275085531,0.123034209,1.69656432e-05,30,1.551,1
20,20,580208200001276,72654682,2458481.04554812,58480.5468287,18.8234844,0.0555556864,0,zr,213.17461780000002,18.725964899999997,0.467000008,0.0970000029,20181228546794,580,0x8,0x2,19.8500004,26.219385100000004,0.0365745798,0.110030018,3.07688169e-05,30,1.27699995,1
21,21,580208200001276,72751998,2458482.0187893463,58481.5199884,18.78825,0.0541600361,0,zr,213.1744884,18.7260595,0.8330000040000001,-0.050000000700000005,20181229519988,580,0x8,0x2,20.3700008,26.195076,0.0337016359,0.123163387,2.5537367e-05,30,1.42999995,1
22,22,580208200001276,75450346,2458509.0045963842,58508.5034606,19.2186356,0.074083291,0,zr,213.1745267,18.7260853,0.5379999879999999,-0.0729999989,20190125503449,580,0x8,0x2,20.2000008,26.2442951,0.0353111289,0.122094348,2.84120742e-05,30,1.13699996,1
23,23,580208200001276,76854160,2458523.04390754,58522.541608800006,19.7343159,0.10706573,0,zr,213.1745312,18.7260767,0.978999972,0.129999995,20190208541597,580,0x8,0x2,21.5300007,26.2101822,0.0292007606,0.126937345,1.9364148100000006e-05,30,1.03299999,1
24,24,580208200001276,78748136,2458541.9850178026,58541.4813657,20.3994427,0.16085323699999998,0,zr,213.1745512,18.7260529,0.781000018,0.141000003,20190227481030,580,0x8,0x2,21.6200008,26.2291718,0.0330506228,0.113285825,2.51395541e-05,30,1.03400004,1
